data,AQI,IPRC
2015/10/4,0,0.8971843440595362
2015/10/5,0,0.777604382612219
2015/10/6,0,0.7531506914267305
2015/10/7,0,0.5490975487080425
2015/10/8,0,0.3780531614385114
2015/10/9,0,0.4018409366403063
2015/10/10,0,0.4002767420156127
2015/10/11,0,0.43748757325235155
2015/10/12,0,0.5257890535624324
2015/10/13,0,0.797288731000087
2015/10/14,0,0.8290696368180308
2015/10/15,0,0.7575379593593635
2015/10/16,0,0.9342929696578881
2015/10/17,0,0.8392328158903586
2015/10/18,0,0.8167849949013966
2015/10/19,0,1.2258290935162022
2015/10/20,0,1.4243506031528979
2015/10/21,0,1.1491349949280238
2015/10/22,0,0.6526016107198098
2015/10/23,0,0.48684841585714556
2015/10/24,0,0.5333280698002887
2015/10/25,0,0.35341678959053935
2015/10/26,0,0.24675261896740092
2015/10/27,0,0.38854136464485267
2015/10/28,0,0.5200531113719017
2015/10/29,0,0.5306636267710638
2015/10/30,0,0.3508649067628747
2015/10/31,0,0.1860770375246979
2015/11/1,0,0.31733858821070393
2015/11/2,0,0.4717476924024956
2015/11/3,0,0.7588688522609309
2015/11/4,0,0.7584761915884066
2015/11/5,0,0.7099213880369714
2015/11/6,0,0.27031293543349616
2015/11/7,0,0.23754655373107925
2015/11/8,0,0.33935682724302607
2015/11/9,0,0.5207832237424475
2015/11/10,0,0.5305633481969775
2015/11/11,0,0.40154175612795995
2015/11/12,0,0.5024703849922134
2015/11/13,0,0.5673085918138863
2015/11/14,0,0.6042635959012305
2015/11/15,0,0.525745845556838
2015/11/16,0,0.7187168848933299
2015/11/17,0,0.5906688900873264
2015/11/18,0,0.39854579651326305
2015/11/19,0,0.49305793784900376
2015/11/20,0,0.5813374328674339
2015/11/21,0,0.44273491576708723
2015/11/22,0,0.4113059072960043
2015/11/23,0,0.3631789739426488
2015/11/24,0,0.2553277589368447
2015/11/25,0,0.3564937188827174
2015/11/26,0,0.4198571280277681
2015/11/27,0,0.7357853610035601
2015/11/28,0,1.1953380955137398
2015/11/29,0,1.6297801017196198
2015/11/30,0,1.9495918611973502
2015/12/1,0,1.19097590644869
2015/12/2,0,0.6690127073149692
2015/12/3,0,0.4923743374621049
2015/12/4,0,0.5051330142796083
2015/12/5,0,0.7928502366357699
2015/12/6,0,1.1681953300630532
2015/12/7,0,1.5502074308588338
2015/12/8,0,1.5913587773947293
2015/12/9,0,1.6863600427923835
2015/12/10,0,1.1598054087747351
2015/12/11,0,1.0369086588804242
2015/12/12,0,0.7453274935320733
2015/12/13,0,0.4214113086903967
2015/12/14,0,0.43382848551688946
2015/12/15,0,0.4554106555350922
2015/12/16,0,0.39524504423589857
2015/12/17,0,0.5178847527534903
2015/12/18,0,0.6538868553097179
2015/12/19,0,0.9827875519751126
2015/12/20,0,1.5213852304251745
2015/12/21,0,1.9787953551993298
2015/12/22,0,1.8812776261076338
2015/12/23,0,2.45867430174085
2015/12/24,0,0.885076735864617
2015/12/25,0,0.5270634207046596
2015/12/26,0,0.5559538757639836
2015/12/27,0,0.9318263526756625
2015/12/28,0,1.3583628338681804
2015/12/29,0,1.562447475929361
2015/12/30,0,1.2863116393139036
2015/12/31,0,1.5821747559895505
2016/1/1,0,1.311107352489727
2016/1/2,0,1.8720435160268618
2016/1/3,0,1.8732190808928653
2016/1/4,0,1.8673479494174063
2016/1/5,0,2.059124255206693
2016/1/6,0,2.5057936566354426
2016/1/7,0,1.605568025133145
2016/1/8,0,1.3304378081846202
2016/1/9,0,1.527035196744919
2016/1/10,0,1.302966118932802
2016/1/11,0,1.1512724891103912
2016/1/12,0,1.081968733274193
2016/1/13,0,1.1458773530655575
2016/1/14,0,0.5602893500513726
2016/1/15,0,0.6556669088330748
2016/1/16,0,1.1568157777828179
2016/1/17,0,0.7287570531887129
2016/1/18,0,0.49214004088918983
2016/1/19,0,0.4561535028736683
2016/1/20,0,0.5352331297086397
2016/1/21,0,0.8298744210664686
2016/1/22,0,0.42693139521829804
2016/1/23,0,0.4204538349468392
2016/1/24,0,0.3722394751686736
2016/1/25,0,0.4729448818951757
2016/1/26,0,0.57552851414417
2016/1/27,0,0.874353997587257
2016/1/28,0,0.8244214002444388
2016/1/29,0,1.3026328634034496
2016/1/30,0,1.455880829268348
